City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
591,Rasht,IR,62.42,broken clouds,37.2808,49.5832,Shabestan Hotel
592,Marawi,PH,69.85,overcast clouds,7.9986,124.2928,Derogongan Residence
593,Dharampur,IN,83.39,clear sky,20.5333,73.1833,Motel 11
595,Ndélé,CF,86.76,overcast clouds,8.4109,20.6473,
596,Meulaboh,ID,77.68,overcast clouds,4.1363,96.1285,Kost Pria
597,Bandi̇̄Pur,NP,63.07,overcast clouds,27.9333,84.4167,Bandipur Guest House
598,Dawlatabad,AF,80.33,overcast clouds,36.4141,64.9053,WASIM ASGAR KHAN
599,Lingao,CN,67.15,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
601,Road Town,VG,80.69,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
602,Koumac,NC,74.8,clear sky,-20.5667,164.2833,Le Monitel
604,Barcelos,PT,62.85,scattered clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
605,Toppenish,US,61.02,clear sky,46.3774,-120.3087,Legends Casino Hotel
607,Ardakān,IR,74.43,scattered clouds,32.31,54.0175,Ardakan Hotel
612,Fort-Shevchenko,KZ,60.03,clear sky,44.5086,50.263,Oasis hotel Bautino
613,Zharkent,KZ,74.23,overcast clouds,44.1628,80.0,гостиница Satti
619,Labuhan,ID,79.61,overcast clouds,-6.8844,112.2051,DoubleFAG
621,Mersing,MY,79.03,overcast clouds,2.4312,103.8405,Timotel Hotel
624,Poreč,HR,60.46,overcast clouds,45.2258,13.5939,BO hotel Palazzo
625,De Aar,ZA,63.25,clear sky,-30.6497,24.0123,Nyibiba Guesthouse
627,Chibuto,MZ,65.53,few clouds,-24.6867,33.5306,Residência Masculina da Escola Superior de Negocios e Empreendedorismo de Chibuto
632,Siderno,IT,64.33,overcast clouds,38.2779,16.302,Grand Hotel President
638,Kilindoni,TZ,82.06,overcast clouds,-7.9139,39.6668,Bustani B&B
639,Dezful,IR,82.06,scattered clouds,32.3811,48.4058,مهمانپذیر خوزستان
642,Bima,ID,75.96,scattered clouds,-8.4667,118.7167,Lambitu Hotel
644,Lázaro Cárdenas,MX,86.18,few clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
645,Emerald,AU,64.35,broken clouds,-23.5333,148.1667,The Irish Village
653,Concordia,AR,66.78,scattered clouds,-31.393,-58.0209,Palmar Hotel Casino
655,Balkanabat,TM,67.46,overcast clouds,39.5108,54.3671,Nebitchi Hotel
656,Carutapera,BR,84.24,scattered clouds,-1.195,-46.02,Lidera
657,Inyonga,TZ,65.37,moderate rain,-6.7167,32.0667,Eden Rock Lodge
658,Montmagny,FR,63.1,clear sky,48.9734,2.3469,Appartement proche paris stade de france
660,Camden,US,72.91,broken clouds,39.7835,-74.9663,Shenandoah Village
661,San Policarpo,PH,79.99,overcast clouds,12.1791,125.5072,Agapita M. Nicart
662,Pemangkat,ID,80.33,scattered clouds,1.1667,108.9667,Ramah Kost KITA
663,Kutum,SD,88.38,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
664,Mackay,AU,68.68,clear sky,-21.15,149.2,International Lodge Motel
670,Lodwar,KE,88.48,broken clouds,3.1191,35.5973,Solmar Gracious Hotel
671,Broome,US,67.69,clear sky,42.2506,-75.833,Chenango Valley State Park
676,Bambanglipuro,ID,77.99,overcast clouds,-7.95,110.2833,Puri Brata
677,Ixtapa,MX,79.83,broken clouds,20.7,-105.2,hotel la terminal
679,Sembakung,ID,74.53,overcast clouds,3.8167,117.25,
681,Constantine,DZ,65.61,scattered clouds,36.365,6.6147,Grand Hotel Cirta
683,Paragominas,BR,84.43,broken clouds,-2.9667,-47.4833,INOVA
687,Santa Rosa,PH,84.18,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
689,Dhidhdhoo,MV,86.0,few clouds,6.8833,73.1,Dhidhoo beach
690,Toamasina,MG,76.14,clear sky,-18.1667,49.3833,Hotel H1
692,Ballina,AU,63.01,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
697,Thai Binh,VN,66.02,overcast clouds,20.45,106.3333,Sweden Hotel
699,Mataram,ID,79.61,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
704,Port Keats,AU,76.89,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
705,Nicoya,CR,87.46,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
707,Saint-Leu,RE,76.06,few clouds,-21.15,55.2833,La Caz Oceane
708,María Chiquita,PA,89.31,overcast clouds,9.4431,-79.7558,La Casa del Rio
711,Pyapon,MM,84.04,scattered clouds,16.2833,95.6833,Aung Naing Thu Motel
712,Beyneu,KZ,71.35,few clouds,45.3167,55.2,NUR
714,Cap Malheureux,MU,75.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
716,Cockburn Town,TC,80.56,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
717,Rumphi,MW,63.32,broken clouds,-11.0186,33.8575,Finst Rumphi Earthbag House Lodge
