City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Kamina,CD,-8.7386,24.9906,66.74,83,79,2.51,broken clouds
344,Naze,JP,28.3667,129.4833,63.3,63,100,11.88,overcast clouds
345,Ballangen,NO,68.3428,16.8315,34.02,93,100,10.36,overcast clouds
346,Kaeo,NZ,-35.1,173.7833,59.92,86,98,6.42,overcast clouds
347,Palmerston,AU,-12.486,130.9833,82.38,86,99,4.61,overcast clouds
348,Yegorlykskaya,RU,46.5656,40.6562,56.25,67,100,9.44,overcast clouds
349,Tilichiki,RU,60.4667,166.1,10.29,96,46,7.61,scattered clouds
350,Nuuk,GL,64.1835,-51.7216,30.81,55,20,11.5,few clouds
351,Zhalantun,CN,48.0,122.7167,37.67,75,3,3.15,clear sky
352,Banepā,NP,27.6298,85.5214,66.52,83,20,3.44,few clouds
353,Wao,PH,7.6833,124.6833,66.24,92,94,2.06,overcast clouds
354,Marystown,CA,47.1666,-55.1483,42.8,89,100,3.89,overcast clouds
355,Mbandaka,CD,0.0487,18.2603,78.84,71,97,2.28,overcast clouds
356,Darhan,MN,49.4867,105.9228,59.61,29,99,5.46,overcast clouds
357,Conceição Do Araguaia,BR,-8.2578,-49.2647,89.13,48,64,7.83,broken clouds
358,Cherskiy,RU,68.75,161.3,8.4,92,18,6.89,few clouds
359,Saldanha,ZA,-33.0117,17.9442,60.12,85,0,16.53,clear sky
360,Ambilobe,MG,-13.2,49.05,75.67,91,38,2.48,scattered clouds
361,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,75,0,13.8,clear sky
362,Bara,NG,10.3744,10.7288,100.96,24,98,3.33,overcast clouds
363,Micheweni,TZ,-4.9667,39.8333,79.07,84,70,15.7,light rain
364,Tabou,CI,4.423,-7.3528,84.09,72,95,8.08,overcast clouds
365,Awjilah,LY,29.1081,21.2869,96.1,11,97,17.87,overcast clouds
366,Krasnyy Chikoy,RU,50.3643,108.7512,48.15,57,70,3.83,broken clouds
367,Nguruka,TZ,-5.1092,31.0419,67.87,90,99,3.42,light rain
368,Aksha,RU,50.2814,113.2867,48.43,63,66,4.34,broken clouds
369,Östersund,SE,63.1792,14.6357,46.62,53,0,6.91,clear sky
370,Nishihara,JP,26.1842,127.7558,67.28,77,100,13.8,light rain
371,Deniliquin,AU,-35.5333,144.9667,54.59,75,16,2.28,few clouds
372,Lata,PT,40.1629,-8.3327,62.08,59,29,12.19,scattered clouds
373,Saskylakh,RU,71.9167,114.0833,10.63,96,71,6.08,broken clouds
374,Puerto Cabezas,NI,14.0351,-83.3888,84.2,72,84,10.07,broken clouds
375,West Wendover,US,40.7391,-114.0733,49.48,61,100,14.27,overcast clouds
376,Piancó,BR,-7.1981,-37.9292,96.08,27,21,7.99,few clouds
377,Walvis Bay,NA,-22.9575,14.5053,58.08,62,8,7.83,clear sky
378,Shubarshi,KZ,48.5872,57.1869,55.87,64,18,7.58,few clouds
379,Mareeba,AU,-17.0,145.4333,68.72,93,83,1.59,broken clouds
380,Ajdabiya,LY,30.7554,20.2263,93.7,10,100,22.93,overcast clouds
381,Namatanai,PG,-3.6667,152.4333,78.93,81,59,2.01,broken clouds
382,Pevek,RU,69.7008,170.3133,-3.33,92,49,5.53,scattered clouds
383,Nova Viçosa,BR,-17.8919,-39.3719,82.63,57,2,8.59,clear sky
384,Mayumba,GA,-3.432,10.6554,80.02,85,90,7.74,moderate rain
385,Airai,TL,-8.9266,125.4092,59.22,89,64,3.51,broken clouds
386,Ferkessédougou,CI,9.6,-5.2,98.56,27,76,5.59,broken clouds
387,Palmer,US,42.1584,-72.3287,68.43,31,2,4.0,clear sky
388,Salalah,OM,17.0151,54.0924,83.91,78,6,3.06,clear sky
389,Porto-Novo,BJ,6.4965,2.6036,85.06,70,99,10.6,overcast clouds
390,Río Gallegos,AR,-51.6226,-69.2181,45.18,74,100,9.4,overcast clouds
391,Margate,GB,51.3813,1.3862,55.69,71,100,1.99,overcast clouds
392,Herne Bay,GB,51.373,1.1286,55.99,90,100,1.77,overcast clouds
393,Lebanon,US,36.2081,-86.2911,76.44,50,82,8.43,broken clouds
394,Anadyr,RU,64.75,177.4833,-0.45,98,62,4.83,broken clouds
395,Tinde,TZ,-3.8833,33.2,71.74,71,100,2.06,light rain
396,Iquitos,PE,-3.7481,-73.2472,91.06,50,83,1.39,broken clouds
397,Arló,HU,48.1833,20.2667,67.32,63,76,1.28,broken clouds
398,Marsberg,DE,51.4617,8.8495,56.97,74,96,4.63,overcast clouds
399,Mamakan,RU,57.8161,114.0028,35.73,88,80,5.86,broken clouds
400,San Rafael,AR,-34.6177,-68.3301,62.56,26,0,8.16,clear sky
401,San Fernando Del Valle De Catamarca,AR,-28.4696,-65.7852,68.77,47,19,3.0,few clouds
402,Kaiu,EE,59.0129,25.0551,49.77,61,89,7.14,overcast clouds
403,Viedma,AR,-40.8135,-62.9967,57.42,49,86,5.97,overcast clouds
404,Tabing,PH,11.4,124.35,78.17,84,75,8.7,broken clouds
405,Neftçala,AZ,39.3742,49.2472,60.33,76,98,5.14,overcast clouds
406,Zhigalovo,RU,54.8097,105.1578,48.79,95,100,3.33,overcast clouds
407,Nome,US,64.5011,-165.4064,37.47,70,0,19.57,clear sky
408,Bilma,NE,18.6853,12.9164,104.02,10,60,5.84,broken clouds
409,Karasjok,NO,69.4719,25.5112,31.96,84,99,4.27,overcast clouds
410,Sal Rei,CV,16.1833,-22.9167,71.96,77,1,15.77,clear sky
411,Mudhol,IN,16.35,75.2833,85.14,44,27,17.22,scattered clouds
412,Pangai,TO,-19.8,-174.35,81.32,84,100,12.57,light rain
413,Najrān,SA,17.4924,44.1277,84.16,22,26,10.29,scattered clouds
414,Gornyy,RU,55.1153,83.9059,45.77,78,100,12.88,overcast clouds
415,Swan Hill,AU,-35.3378,143.5544,56.73,67,45,4.36,scattered clouds
416,Birao,CF,10.2849,22.7882,95.14,9,74,5.12,broken clouds
417,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,68,12,2.77,few clouds
418,Aketi,CD,2.7388,23.7833,74.43,89,83,1.61,light rain
419,Fredericksburg,US,38.3032,-77.4605,74.86,62,100,12.66,overcast clouds
420,Grand Forks,US,47.9417,-97.4337,39.13,87,100,26.46,overcast clouds
421,Bathsheba,BB,13.2167,-59.5167,82.44,63,70,15.84,broken clouds
422,La Paz,BO,-16.5,-68.15,57.96,47,24,1.81,few clouds
423,Gao,ML,16.6362,1.637,103.06,7,22,14.03,few clouds
424,Banda Aceh,ID,5.5577,95.3222,81.03,80,97,14.61,overcast clouds
425,Qasigiannguit,GL,68.8193,-51.1922,25.05,65,3,4.05,clear sky
426,Sittwe,MM,20.15,92.9,82.17,79,22,13.13,few clouds
427,Sherlovaya Gora,RU,50.5667,116.25,43.09,59,75,9.82,broken clouds
428,Sahuaripa,MX,29.05,-109.2333,86.81,10,63,4.81,broken clouds
429,Grobiņa,LV,56.5352,21.1678,51.58,62,20,9.22,few clouds
430,Muros,ES,42.7762,-9.0603,67.08,53,7,16.49,clear sky
431,Koslan,RU,63.4564,48.8989,28.81,89,100,3.11,overcast clouds
432,Bone,DE,51.9669,12.1396,60.3,49,79,7.63,broken clouds
433,Mana,GF,5.6592,-53.7767,83.23,67,54,12.28,broken clouds
434,Atar,MR,20.5169,-13.0499,102.15,5,4,10.04,clear sky
435,Elizabeth City,US,36.2946,-76.2511,77.05,67,96,1.01,overcast clouds
436,Zhongshu,CN,24.5167,103.7667,47.41,87,99,3.98,overcast clouds
437,Guatire,VE,10.4762,-66.5427,90.7,42,24,5.44,few clouds
438,Pak Phanang,TH,8.3511,100.202,80.76,83,100,7.2,overcast clouds
439,Coachella,US,33.6803,-116.1739,87.44,22,0,5.99,clear sky
440,Skellefteå,SE,64.7507,20.9528,48.99,50,40,9.22,scattered clouds
441,Zhigansk,RU,66.7697,123.3711,9.54,95,77,9.57,broken clouds
442,Montepuez,MZ,-13.1256,38.9997,68.45,87,0,8.52,clear sky
443,Adrar,MR,20.5022,-10.0711,97.16,6,0,3.31,clear sky
444,Cayenne,GF,4.9333,-52.3333,85.08,47,75,18.41,broken clouds
445,Manthani,IN,18.65,79.6667,96.91,22,28,10.31,scattered clouds
446,Iracoubo,GF,5.4802,-53.2011,82.53,70,61,12.82,broken clouds
447,Kirkwall,GB,58.9848,-2.9587,48.96,93,100,4.61,overcast clouds
448,Dharān,NP,26.8125,87.2835,77.07,60,8,5.01,clear sky
449,Nyimba,ZM,-14.5566,30.8149,66.47,61,0,6.33,clear sky
450,Rio Maior,PT,39.3373,-8.9391,70.75,74,9,15.21,clear sky
451,Hondomachi-Hondo,JP,32.45,130.2,58.24,56,100,8.57,overcast clouds
452,Bay Roberts,CA,47.5999,-53.2648,55.65,78,100,4.0,overcast clouds
453,Deputatsky,RU,69.3,139.9,17.38,83,90,3.91,overcast clouds
454,Zmeinogorsk,RU,51.1567,82.195,65.68,25,97,13.85,overcast clouds
455,Maxixe,MZ,-23.8597,35.3472,70.47,77,34,8.95,light rain
456,Leningradskiy,RU,69.3833,178.4167,0.66,84,76,6.33,broken clouds
457,Abonnema,NG,4.7084,6.7931,85.69,66,88,8.79,overcast clouds
458,Charters Towers,AU,-20.1,146.2667,67.28,88,34,4.79,scattered clouds
459,Luanda,AO,-8.8368,13.2343,77.99,85,74,12.91,broken clouds
460,Soller,ES,39.7662,2.7152,72.36,81,12,1.99,few clouds
461,Catia La Mar,VE,10.6038,-67.0303,93.99,89,20,6.91,few clouds
462,Quatre Cocos,MU,-20.2078,57.7625,75.31,84,18,6.42,few clouds
463,Ouadda,CF,8.0777,22.4007,80.58,48,98,4.88,light rain
464,Starobaltachevo,RU,56.0013,55.9213,35.2,64,84,6.51,broken clouds
465,Barra Do Garças,BR,-15.89,-52.2567,90.41,28,0,5.7,clear sky
466,Acapulco De Juárez,MX,16.8634,-99.8901,86.14,49,84,7.74,broken clouds
467,Maniitsoq,GL,65.4167,-52.9,29.79,66,20,10.07,few clouds
468,Grand Gaube,MU,-20.0064,57.6608,75.6,80,8,1.99,clear sky
469,Buala,SB,-8.145,159.5921,79.2,84,100,6.44,moderate rain
470,Iralaya,HN,15.0,-83.2333,83.57,73,91,11.79,overcast clouds
471,Qaqortoq,GL,60.7167,-46.0333,40.87,80,81,6.51,broken clouds
472,Tianpeng,CN,30.9866,103.9393,55.89,61,99,5.91,overcast clouds
473,Bintulu,MY,3.1667,113.0333,79.23,86,48,2.13,scattered clouds
474,Bayir,TR,37.2687,28.2167,64.92,60,15,5.3,few clouds
475,Hambantota,LK,6.1241,81.1185,82.02,80,100,16.35,overcast clouds
476,Vysokogornyy,RU,50.1167,139.15,25.43,99,100,2.73,overcast clouds
477,Candolim,IN,15.5181,73.7626,83.89,77,1,9.95,clear sky
478,Skibbereen,IE,51.55,-9.2667,53.11,82,84,15.26,broken clouds
479,São João Da Barra,BR,-21.6403,-41.0511,79.83,65,1,10.49,clear sky
480,Cururupu,BR,-1.8283,-44.8683,84.02,75,42,4.45,moderate rain
481,Altay,CN,47.8667,88.1167,55.9,27,83,11.34,broken clouds
482,Husavik,IS,66.0449,-17.3389,29.41,70,100,13.98,overcast clouds
483,Saint-Pierre,RE,-21.3393,55.4781,76.68,79,0,3.44,clear sky
484,Fare,PF,-16.7,-151.0167,80.31,73,29,10.51,scattered clouds
485,Itoman,JP,26.1247,127.6694,68.02,77,100,13.8,light rain
486,Lavaca,US,28.615,-96.6261,89.31,67,40,16.11,scattered clouds
487,Malanje,AO,-9.5402,16.341,66.06,72,52,1.74,broken clouds
488,Kavieng,PG,-2.5744,150.7967,81.64,76,8,4.52,clear sky
489,Pokhara,NP,28.2333,83.9833,68.22,67,100,5.19,overcast clouds
490,Maragogi,BR,-9.0122,-35.2225,80.91,79,50,11.56,scattered clouds
491,Beringovskiy,RU,63.05,179.3167,12.47,94,97,12.64,overcast clouds
492,Takoradze,GH,4.8845,-1.7554,83.75,74,99,10.69,overcast clouds
493,Oktyabr'Skoye,RU,43.0645,44.7417,53.74,93,100,4.47,light intensity shower rain
494,Forsytheganj,BY,52.6333,29.7333,48.54,81,88,5.08,overcast clouds
495,Kloulklubed,PW,7.0419,134.2556,75.7,81,62,10.78,broken clouds
496,Sagua De Tánamo,CU,20.5819,-75.2414,88.21,52,25,10.0,scattered clouds
497,Port Antonio,JM,18.18,-76.4612,83.95,73,100,8.55,overcast clouds
498,Natal,BR,-5.795,-35.2094,84.85,74,75,11.5,broken clouds
499,Chittūr,IN,10.7,76.75,80.15,86,99,5.32,moderate rain
500,Līsakovsk,KZ,52.5369,62.4936,46.2,79,19,4.43,few clouds
501,Lüshunkou,CN,38.8,121.2667,57.42,44,8,7.4,clear sky
502,Rhyl,GB,53.3196,-3.4886,57.15,83,100,4.36,overcast clouds
503,Tura,IN,25.5198,90.2201,70.38,96,44,5.53,scattered clouds
504,Evensk,RU,61.95,159.2333,19.81,84,24,6.38,few clouds
505,Partāpur,IN,23.6,74.1667,94.05,31,16,16.93,few clouds
506,Sumbe,AO,-11.2061,13.8437,78.69,85,31,6.46,scattered clouds
507,Moranbah,AU,-22.0016,148.0466,66.07,89,9,9.64,clear sky
508,Merauke,ID,-8.4667,140.3333,78.73,88,96,12.73,heavy intensity rain
509,Tigil',RU,57.8,158.6667,27.77,92,100,5.14,overcast clouds
510,Keïta,NE,14.7551,5.7749,105.17,7,19,7.43,few clouds
511,La Unión,PE,-5.4,-80.75,81.52,50,95,5.57,overcast clouds
512,Gospić,HR,44.5461,15.3747,56.89,82,94,1.99,overcast clouds
513,Dickinson,US,29.4608,-95.0513,87.13,80,75,8.05,broken clouds
514,Rørvik,NO,64.8621,11.2373,44.71,93,75,24.16,broken clouds
515,Neuquén,AR,-38.9516,-68.0591,57.96,41,100,9.37,overcast clouds
516,Krutinka,RU,56.0055,71.5113,33.98,99,100,9.1,overcast clouds
517,Kiruna,SE,67.8557,20.2251,34.72,75,20,12.66,few clouds
518,Yerbogachën,RU,61.2767,108.0108,21.51,93,61,3.02,broken clouds
519,Honningsvåg,NO,70.9821,25.9704,29.95,74,100,6.91,overcast clouds
520,Rabo De Peixe,PT,37.8,-25.5833,63.91,77,75,4.61,broken clouds
521,Sindou,BF,10.6667,-5.1667,96.57,29,75,2.77,broken clouds
522,Tocopilla,CL,-22.092,-70.1979,69.39,64,5,6.2,clear sky
523,Horishni Plavni,UA,49.0097,33.6455,52.14,71,79,5.53,light rain
524,Qarqīn,AF,37.4185,66.0436,90.46,21,91,20.65,overcast clouds
525,Valga,EE,57.7778,26.0473,48.99,60,99,8.01,overcast clouds
526,Jumla,NP,29.2747,82.1838,53.33,83,83,1.5,broken clouds
527,Thinadhoo,MV,0.5333,72.9333,85.96,70,66,16.22,broken clouds
528,Maceió,BR,-9.6658,-35.7353,85.44,65,75,14.97,broken clouds
529,Ucluelet,CA,48.9329,-125.5528,50.09,85,100,1.01,overcast clouds
530,Wembley,AU,-31.9333,115.8,59.68,87,0,4.61,clear sky
531,Mukhen,RU,48.1,136.1,38.73,93,100,1.9,light rain
532,Mumford,GH,5.2618,-0.759,83.48,73,69,12.06,broken clouds
533,Golynki,RU,54.8696,31.3861,46.0,61,74,3.24,broken clouds
534,Taraz,KZ,42.9,71.3667,70.21,43,99,2.24,overcast clouds
535,Anchorage,US,61.2181,-149.9003,46.94,71,0,8.05,clear sky
536,Safita,SY,34.8205,36.1153,60.51,89,20,10.42,few clouds
537,Berlevåg,NO,70.8578,29.0864,24.6,67,94,3.74,overcast clouds
538,Bulungu,CD,-4.55,18.6,71.26,96,94,7.11,moderate rain
539,Caruray,PH,10.3094,119.0128,79.16,83,98,2.89,overcast clouds
540,Tucumã,BR,-0.1833,-50.05,77.68,88,97,7.49,overcast clouds
541,Kouango,CF,4.9934,19.9619,80.87,66,54,2.15,broken clouds
542,Los Planes,HN,14.05,-88.0167,71.74,49,99,1.21,overcast clouds
543,Prescott,US,34.54,-112.4685,72.27,14,0,19.57,clear sky
544,Maun,BW,-19.9833,23.4167,73.81,32,63,6.46,broken clouds
545,Gouré,NE,13.9835,10.2704,104.02,14,44,5.44,scattered clouds
546,Grants Pass,US,42.439,-123.3284,55.36,72,20,3.44,few clouds
547,Innisfail,AU,-17.5333,146.0333,72.66,89,77,6.64,broken clouds
548,Samarai,PG,-10.6167,150.6667,79.92,82,49,9.91,scattered clouds
549,Outreau,FR,50.7053,1.5897,56.64,82,100,4.97,overcast clouds
550,Tutóia,BR,-2.7619,-42.2744,81.72,83,88,4.12,overcast clouds
551,Sant Julià De Loria,AD,42.4625,1.4825,62.4,61,40,12.66,light rain
552,Pacific Grove,US,36.6177,-121.9166,59.54,74,20,6.91,few clouds
553,Boa Vista,BR,2.8197,-60.6733,89.58,48,75,12.66,broken clouds
554,Cheney,US,47.4874,-117.5758,56.28,67,75,0.0,broken clouds
555,Alcains,PT,39.9164,-7.4566,66.52,44,2,15.39,clear sky
556,Staryy Nadym,RU,65.6118,72.6842,23.7,91,100,4.12,overcast clouds
557,Burnie,AU,-41.0667,145.9167,56.95,92,91,10.29,overcast clouds
558,Kearney,US,40.6995,-99.0815,57.11,42,0,16.11,clear sky
559,Finnsnes,NO,69.2296,17.9811,34.41,100,100,4.05,snow
560,Gobabis,NA,-22.45,18.9667,69.17,28,5,11.32,clear sky
561,Fougamou,GA,-1.2154,10.5838,78.8,90,95,2.15,moderate rain
562,Kaniama,CD,-7.5667,24.1833,66.11,98,100,3.06,moderate rain
563,Dingle,PH,10.9995,122.6711,77.2,81,97,5.73,overcast clouds
564,Swan River,CA,52.1058,-101.2676,39.18,84,100,10.58,overcast clouds
565,Markova,UA,48.6758,24.4138,52.2,79,91,3.69,overcast clouds
566,Dakar,SN,14.6937,-17.4441,85.08,81,30,17.6,scattered clouds
567,Yichun,CN,47.7,128.9,34.21,92,84,3.38,broken clouds
568,Saint Anthony,US,45.0205,-93.218,47.35,89,100,12.66,overcast clouds
569,Salinas,US,36.6777,-121.6555,61.02,63,0,10.36,clear sky
570,Tegul'Det,RU,57.3064,88.1667,38.08,73,100,9.62,overcast clouds
571,Klaksvík,FO,62.2266,-6.589,49.12,82,77,11.48,broken clouds
572,Sohag,EG,26.557,31.6948,87.42,13,2,9.42,clear sky
573,Jalu,LY,29.0331,21.5482,94.5,13,86,13.35,overcast clouds
574,Broken Hill,AU,-31.95,141.4333,55.63,62,0,3.65,clear sky
575,Prado,BR,-17.3411,-39.2208,81.64,58,1,7.14,clear sky
576,Yakovlevka,RU,44.425,133.4772,39.52,94,100,2.1,overcast clouds
577,Sungai Penuh,ID,-2.0833,101.3833,65.08,96,98,0.38,overcast clouds
578,Forestville,US,38.8451,-76.875,67.15,55,100,12.66,overcast clouds
579,Hearst,CA,49.6835,-83.6665,53.17,65,100,9.1,overcast clouds
580,Datong,CN,40.0936,113.2914,53.82,36,30,4.59,scattered clouds
581,Sechura,PE,-5.5569,-80.8222,76.87,61,89,6.69,overcast clouds
582,Tommot,RU,58.9564,126.2925,30.33,88,100,4.56,overcast clouds
583,Chajul,GT,15.4853,-91.0342,73.44,44,100,6.2,overcast clouds
584,Bissau,GW,11.8636,-15.5977,84.52,53,14,16.17,few clouds
585,Shar,KZ,49.5886,81.0453,68.76,20,100,12.95,overcast clouds
586,West Fargo,US,46.875,-96.9004,40.01,85,100,25.32,overcast clouds
587,Lamesa,US,32.7376,-101.951,74.52,50,100,19.15,overcast clouds
588,Baiyin,CN,36.5583,104.2081,49.51,25,6,0.98,clear sky
589,Matagami,CA,49.7502,-77.6328,51.55,62,94,9.01,overcast clouds
590,Pavino,RU,59.1139,46.1414,34.3,94,100,3.8,overcast clouds
591,Rasht,IR,37.2808,49.5832,62.42,82,75,4.61,broken clouds
592,Marawi,PH,7.9986,124.2928,69.85,94,97,0.51,overcast clouds
593,Dharampur,IN,20.5333,73.1833,83.39,72,0,8.61,clear sky
594,Arman',RU,59.7,150.1667,30.72,87,15,0.34,few clouds
595,Ndélé,CF,8.4109,20.6473,86.76,43,100,4.23,overcast clouds
596,Meulaboh,ID,4.1363,96.1285,77.68,87,100,3.31,overcast clouds
597,Bandi̇̄Pur,NP,27.9333,84.4167,63.07,77,99,3.53,overcast clouds
598,Dawlatabad,AF,36.4141,64.9053,80.33,39,97,6.31,overcast clouds
599,Lingao,CN,19.9103,109.6859,67.15,94,100,14.09,overcast clouds
600,Kropotkin,RU,45.4375,40.5756,49.59,90,100,11.32,light rain
601,Road Town,VG,18.4167,-64.6167,80.69,89,40,9.22,scattered clouds
602,Koumac,NC,-20.5667,164.2833,74.8,85,10,2.93,clear sky
603,Williams Lake,CA,52.1415,-122.1445,49.05,59,90,1.01,overcast clouds
604,Barcelos,PT,41.5388,-8.6151,62.85,66,29,12.68,scattered clouds
605,Toppenish,US,46.3774,-120.3087,61.02,60,7,1.14,clear sky
606,Orël-Izumrud,RU,43.4583,39.9244,53.62,93,100,1.99,overcast clouds
607,Ardakān,IR,32.31,54.0175,74.43,31,26,7.99,scattered clouds
608,Verkhniy Ufaley,RU,56.0567,60.2306,34.54,76,57,10.38,broken clouds
609,Xining,CN,36.6167,101.7667,37.76,65,65,2.48,broken clouds
610,Ketchikan,US,55.3422,-131.6461,46.87,87,100,16.11,light rain
611,Udachny,RU,66.4167,112.4,2.25,91,13,4.76,few clouds
612,Fort-Shevchenko,KZ,44.5086,50.263,60.03,65,2,15.43,clear sky
613,Zharkent,KZ,44.1628,80.0,74.23,25,99,7.07,overcast clouds
614,Goderich,CA,43.7501,-81.7165,55.9,87,100,23.38,light rain
615,Moree,AU,-29.4667,149.85,57.22,82,0,11.5,clear sky
616,Ngama,TD,11.7833,17.1667,103.39,17,54,4.05,broken clouds
617,Anūpgarh,IN,29.1911,73.2086,100.35,7,0,6.22,clear sky
618,Vigrestad,NO,58.5667,5.7,51.82,69,93,12.06,overcast clouds
619,Labuhan,ID,-6.8844,112.2051,79.61,88,92,8.72,overcast clouds
620,Joensuu,FI,62.6012,29.7632,43.29,61,0,4.61,clear sky
621,Mersing,MY,2.4312,103.8405,79.03,88,93,4.09,overcast clouds
622,Arlit,NE,18.7369,7.3853,101.84,8,23,15.82,few clouds
623,Athabasca,CA,54.7169,-113.2854,42.6,78,100,10.56,overcast clouds
624,Poreč,HR,45.2258,13.5939,60.46,70,100,0.22,overcast clouds
625,De Aar,ZA,-30.6497,24.0123,63.25,33,1,1.83,clear sky
626,Araouane,ML,18.9048,-3.5265,97.14,9,64,11.88,broken clouds
627,Chibuto,MZ,-24.6867,33.5306,65.53,86,17,5.46,few clouds
628,Altamont,US,42.2068,-121.7372,47.89,52,0,4.61,clear sky
629,Kayerkan,RU,69.3497,87.7602,19.53,85,99,11.74,overcast clouds
630,Massaguet,TD,12.4755,15.4365,100.83,15,50,12.84,scattered clouds
631,Antigonish,CA,45.6169,-61.9986,39.81,91,100,8.99,overcast clouds
632,Siderno,IT,38.2779,16.302,64.33,68,100,3.11,overcast clouds
633,Brainerd,US,46.358,-94.2008,44.62,81,100,14.97,overcast clouds
634,Polunochnoye,RU,60.8697,60.4153,25.68,97,98,3.58,overcast clouds
635,Fort Collins,US,40.5853,-105.0844,56.35,37,0,4.61,clear sky
636,Ronneby,SE,56.21,15.276,52.3,50,0,8.05,clear sky
637,Radchenko,RU,56.6803,36.3718,42.37,77,98,3.85,overcast clouds
638,Kilindoni,TZ,-7.9139,39.6668,82.06,72,99,16.62,overcast clouds
639,Dezful,IR,32.3811,48.4058,82.06,30,49,7.99,scattered clouds
640,Ruska Poliana,UA,49.417,31.9201,52.14,62,69,5.88,broken clouds
641,Sept-Îles,CA,50.2001,-66.3821,45.73,73,60,9.53,broken clouds
642,Bima,ID,-8.4667,118.7167,75.96,95,27,4.43,scattered clouds
643,Hailar,CN,49.2,119.7,40.32,37,36,8.88,scattered clouds
644,Lázaro Cárdenas,MX,17.9583,-102.2,86.18,37,24,7.11,few clouds
645,Emerald,AU,-23.5333,148.1667,64.35,79,68,9.51,broken clouds
646,Cēsis,LV,57.3119,25.2746,44.71,80,100,2.33,overcast clouds
647,Lebedinyy,RU,58.5167,125.5167,31.37,69,100,13.0,overcast clouds
648,Severnyy-Kospashskiy,RU,59.0925,57.8008,26.24,89,72,4.18,broken clouds
649,Kholm,RU,59.2667,32.85,40.55,81,97,4.05,overcast clouds
650,Muzhi,RU,65.3667,64.6667,18.61,92,92,1.92,overcast clouds
651,Ust'-Kulom,RU,61.6864,53.6902,25.43,94,96,2.75,overcast clouds
652,Benton Harbor,US,42.1167,-86.4542,57.85,69,100,13.8,overcast clouds
653,Concordia,AR,-31.393,-58.0209,66.78,62,41,10.0,scattered clouds
654,Kirksville,US,40.1948,-92.5833,53.58,69,100,14.97,overcast clouds
655,Balkanabat,TM,39.5108,54.3671,67.46,62,91,9.04,overcast clouds
656,Carutapera,BR,-1.195,-46.02,84.24,70,31,5.55,scattered clouds
657,Inyonga,TZ,-6.7167,32.0667,65.37,94,84,4.12,moderate rain
658,Montmagny,FR,48.9734,2.3469,63.1,44,0,11.5,clear sky
659,Fortuna,US,40.5982,-124.1573,58.93,79,75,10.36,broken clouds
660,Camden,US,39.7835,-74.9663,72.91,30,83,3.0,broken clouds
661,San Policarpo,PH,12.1791,125.5072,79.99,83,90,7.4,overcast clouds
662,Pemangkat,ID,1.1667,108.9667,80.33,83,41,5.3,scattered clouds
663,Kutum,SD,14.2,24.6667,88.38,7,74,9.37,broken clouds
664,Mackay,AU,-21.15,149.2,68.68,83,10,12.55,clear sky
665,Chara,RU,56.9064,118.2631,39.81,87,100,3.58,overcast clouds
666,Port Pirie,AU,-33.1833,138.0167,48.29,63,0,3.27,clear sky
667,Charyshskoye,RU,51.3978,83.5598,58.51,48,100,7.47,overcast clouds
668,Kamaishi,JP,39.2667,141.8833,45.84,90,98,6.02,overcast clouds
669,Yar-Sale,RU,66.8333,70.8333,12.97,89,27,7.2,scattered clouds
670,Lodwar,KE,3.1191,35.5973,88.48,43,79,10.25,broken clouds
671,Broome,US,42.2506,-75.833,67.69,28,0,8.05,clear sky
672,Polovragi,RO,45.1833,23.8,51.48,77,100,2.77,overcast clouds
673,Benin,BJ,9.5,2.25,94.33,36,81,4.36,broken clouds
674,Storm Lake,US,42.6411,-95.2097,46.62,81,100,21.85,overcast clouds
675,Avallon,FR,47.4833,3.9,57.56,71,92,8.79,overcast clouds
676,Bambanglipuro,ID,-7.95,110.2833,77.99,89,91,5.1,overcast clouds
677,Ixtapa,MX,20.7,-105.2,79.83,61,75,10.36,broken clouds
678,Yong’An,CN,39.6957,113.6871,51.55,41,47,0.63,scattered clouds
679,Sembakung,ID,3.8167,117.25,74.53,99,86,2.17,overcast clouds
680,Kedrovyy,RU,56.1667,91.8167,34.21,82,100,9.82,overcast clouds
681,Constantine,DZ,36.365,6.6147,65.61,48,40,13.8,scattered clouds
682,Nagato,JP,34.3833,131.2,49.19,63,91,6.85,overcast clouds
683,Paragominas,BR,-2.9667,-47.4833,84.43,68,83,2.98,broken clouds
684,Yatou,CN,37.15,122.3833,50.45,36,42,4.92,scattered clouds
685,Scottsbluff,US,41.8666,-103.6672,56.79,42,0,11.5,clear sky
686,Temir,KZ,49.1414,57.13,54.54,66,20,5.68,few clouds
687,Santa Rosa,PH,14.3122,121.1114,84.18,73,100,6.26,overcast clouds
688,Salisbury,GB,51.0693,-1.7957,52.81,80,75,5.75,broken clouds
689,Dhidhdhoo,MV,6.8833,73.1,86.0,74,20,14.47,few clouds
690,Toamasina,MG,-18.1667,49.3833,76.14,90,0,5.93,clear sky
691,Grindavik,IS,63.8424,-22.4338,43.27,56,0,11.5,clear sky
692,Ballina,AU,-28.8667,153.5667,63.01,99,91,12.41,overcast clouds
693,Horodnytsya,UA,50.807,27.3168,51.46,67,58,3.53,broken clouds
